0.299147,39.5716
0.439494,36.9129
0.446585,37.2821
0.451314,38.0945
0.454626,38.9069
0.457001,41.3442
0.461774,51.4623
0.465101,55.3767
0.471735,59.0694
0.475992,59.808
0.481664,60.1773
0.492057,59.291
0.496306,58.3309
0.50432,54.1211
0.506678,53.161
0.514243,53.7518
0.52507,44.8892
0.537822,43.0428
0.548205,40.2363
0.559066,38.4638
0.564266,38.6854
0.576082,39.0547
0.582698,38.8331
0.592146,38.0945
0.600646,36.7651
0.606789,36.5436
0.614353,37.1344
0.617662,37.2821
0.624748,36.6174
0.629935,34.3279
0.634179,32.3338
0.638899,31.0044
0.640789,31.0044
0.658767,35.0665
0.670158,45.4062
0.676761,42.6736
0.689636,67.0458
0.703453,90.7533
0.706298,92.7474
0.710085,94.0768
0.712921,94.1507
0.722346,88.39
0.731262,75.0222
0.735495,70.6647
0.737852,69.5569
0.743053,69.9261
0.745406,67.9321
0.74921,72.8065
0.754359,62.3929
0.755758,58.4047
0.759058,56.7061
0.762888,67.1196
0.771431,74.8744
0.777981,60.7681
0.781255,53.6041
0.781265,55.5982
0.786923,52.8656
0.790223,51.0931
0.800214,65.1994
0.80361,83.8848
0.805979,85.1403
0.813057,82.8508
0.828722,97.548
0.841054,107.001
0.860465,114.461
0.875133,118.08
0.883171,118.892
0.890725,117.341
0.895912,114.904
0.903449,109.882
0.907691,107.518
0.91005,106.558
0.921849,103.309
0.926097,102.053
0.942142,97.3264
0.945922,97.1787
0.959637,99.1728
0.963419,99.5421
0.967197,98.9513
0.974187,78.0502
0.979402,81.4476
0.98411,77.7548
0.990338,95.5539
0.993182,97.4003
1.00022,86.0266
