0.198864,41.2899
0.448864,36.8634
0.456818,36.8662
0.461364,37.9431
0.470455,44.6131
0.478409,50.4224
0.492045,53.438
0.501136,54.3015
0.509091,54.7344
0.522727,53.8791
0.551136,48.0828
0.568182,43.5728
0.579545,41.6414
0.584091,40.9979
0.597727,42.2931
0.605682,41.2207
0.617045,37.5688
0.623864,36.9261
0.639773,35.2114
0.646591,34.9988
0.654545,35.8618
0.667045,40.8126
0.670455,42.3192
0.684091,44.0445
0.692045,48.9936
0.717045,85.1316
0.722727,90.2949
0.726136,91.8015
0.730682,91.158
0.736364,85.9987
0.747727,69.4436
0.753409,63.6392
0.757955,60.6301
0.764773,59.7723
0.772727,60.8504
0.776136,60.4216
0.786364,56.7693
0.795455,55.2672
0.801136,57.4198
0.805682,62.3676
0.815909,78.5003
0.844318,112.274
0.852273,119.804
0.861364,122.173
0.867045,122.82
0.873864,122.607
0.878409,121.533
0.884091,120.03
0.892045,115.947
0.897727,112.723
0.906818,108.855
0.923864,103.7
0.9375,101.125
0.946591,101.128
0.961364,102.423
0.969318,102.641
0.970455,102.857
0.973864,102.428
0.975,101.138
0.982955,94.0441
0.985227,89.3137
0.989773,85.8745
0.993182,84.5854
0.996591,84.3715
