0.298881,39.9369
0.438806,37.0978
0.451119,37.0978
0.456716,37.2555
0.460075,37.8864
0.462313,38.5174
0.466791,40.5678
0.472388,43.7224
0.479104,47.3502
0.48694,49.2429
0.492537,50.6625
0.499254,51.4511
0.508209,52.2397
0.516045,52.5552
0.521642,52.5552
0.529478,52.3975
0.536194,52.082
0.541791,51.1356
0.549627,49.4006
0.56306,45.2997
0.567537,43.5647
0.572015,42.4606
0.575373,41.9874
0.579851,41.3565
0.585448,41.041
0.588806,40.7256
0.592164,40.5678
0.593284,40.5678
0.596642,40.8833
0.602239,44.511
0.605597,45.7729
0.607836,46.5615
0.610075,47.1924
0.611194,47.1924
0.613433,47.1924
0.614552,46.7192
0.624627,41.5142
0.627985,40.4101
0.631343,39.7792
0.634701,39.306
0.635821,39.1483
0.640299,38.9905
0.643657,38.5174
0.649254,37.8864
0.653731,36.9401
0.658209,36.7823
0.661567,37.2555
0.663806,37.8864
0.675,45.9306
0.677239,47.3502
0.679478,48.1388
0.681716,49.0852
0.683955,49.8738
0.686194,51.1356
0.688433,52.2397
0.690672,53.9748
0.691791,55.8675
0.696269,60.2839
0.701866,69.7476
0.706343,75.2681
0.710821,85.3628
0.718657,98.7697
0.723134,104.29
0.728731,107.76
0.73097,108.233
0.734328,107.76
0.735448,106.972
0.745522,98.4543
0.748881,94.8265
0.751119,93.5647
0.753358,92.776
0.756716,91.9874
0.757836,91.5142
0.761194,88.6751
0.764552,82.0505
0.76791,75.4259
0.773507,68.8013
0.775746,66.5931
0.777985,65.0158
0.785821,62.3344
0.789179,60.7571
0.791418,60.1262
0.793657,59.4953
0.797015,59.4953
0.798134,60.2839
0.801493,62.6498
0.813806,90.4101
0.816045,94.1956
0.817164,95.2997
0.820522,97.3502
0.84403,113.281
0.848507,115.174
0.852985,116.435
0.856343,117.066
0.860821,117.539
0.866418,117.066
0.873134,115.489
0.879851,113.123
0.889925,109.495
0.903358,104.921
0.925746,98.7697
0.931343,97.5079
0.934701,97.0347
0.93806,96.5615
0.942537,96.4038
0.947015,96.2461
0.952612,97.0347
0.959328,97.6656
0.963806,98.1388
0.968284,98.1388
0.971642,97.3502
0.976119,94.6688
0.977239,92.4606
0.979478,88.9905
